"epoch","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - val_len","9 - val_len__MIN","9 - val_len__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - val_len","17 - val_len__MIN","17 - val_len__MAX","33 - _step","33 - _step__MIN","33 - _step__MAX","33 - val_len","33 - val_len__MIN","33 - val_len__MAX","65 - _step","65 - _step__MIN","65 - _step__MAX","65 - val_len","65 - val_len__MIN","65 - val_len__MAX","129 - _step","129 - _step__MIN","129 - _step__MAX","129 - val_len","129 - val_len__MIN","129 - val_len__MAX"
"705","","","","","","","","","","","","","6072","6072","6072","9.93066692352295","9.93066692352295","9.93066692352295","6072","6072","6072","9.829833030700684","9.829833030700684","9.829833030700684","6072","6072","6072","9.941749572753906","9.941749572753906","9.941749572753906"
"706","","","","","","","","","","","","","6080","6080","6080","9.983166694641113","9.983166694641113","9.983166694641113","6080","6080","6080","9.902416229248047","9.902416229248047","9.902416229248047","6080","6080","6080","9.905750274658203","9.905750274658203","9.905750274658203"
"707","","","","","","","","","","","","","6089","6089","6089","9.981499671936035","9.981499671936035","9.981499671936035","6089","6089","6089","9.846833229064941","9.846833229064941","9.846833229064941","6089","6089","6089","9.928250312805176","9.928250312805176","9.928250312805176"
"708","","","","","","","","","","","","","6097","6097","6097","9.977749824523926","9.977749824523926","9.977749824523926","6097","6097","6097","9.819833755493164","9.819833755493164","9.819833755493164","6097","6097","6097","9.894749641418457","9.894749641418457","9.894749641418457"
"709","","","","","","","","","","","","","6106","6106","6106","9.98366641998291","9.98366641998291","9.98366641998291","6106","6106","6106","9.789833068847656","9.789833068847656","9.789833068847656","6106","6106","6106","9.84808349609375","9.84808349609375","9.84808349609375"
"710","","","","","","","","","","","","","6115","6115","6115","9.952333450317383","9.952333450317383","9.952333450317383","6115","6115","6115","9.7924165725708","9.7924165725708","9.7924165725708","6115","6115","6115","9.914583206176758","9.914583206176758","9.914583206176758"
"711","","","","","","","","","","","","","6124","6124","6124","9.975166320800781","9.975166320800781","9.975166320800781","6124","6124","6124","9.854166984558105","9.854166984558105","9.854166984558105","6124","6124","6124","9.881583213806152","9.881583213806152","9.881583213806152"
"712","","","","","","","","","","","","","6132","6132","6132","9.990083694458008","9.990083694458008","9.990083694458008","6132","6132","6132","9.799833297729492","9.799833297729492","9.799833297729492","6132","6132","6132","9.896082878112793","9.896082878112793","9.896082878112793"
"713","","","","","","","","","","","","","6141","6141","6141","9.961583137512207","9.961583137512207","9.961583137512207","6141","6141","6141","9.806916236877441","9.806916236877441","9.806916236877441","6141","6141","6141","9.925999641418457","9.925999641418457","9.925999641418457"
"714","","","","","","","","","","","","","6149","6149","6149","9.932332992553711","9.932332992553711","9.932332992553711","6149","6149","6149","9.865666389465332","9.865666389465332","9.865666389465332","6149","6149","6149","9.935083389282227","9.935083389282227","9.935083389282227"
"715","","","","","","","","","","","","","6158","6158","6158","9.975083351135254","9.975083351135254","9.975083351135254","6158","6158","6158","9.901166915893555","9.901166915893555","9.901166915893555","6158","6158","6158","9.934749603271484","9.934749603271484","9.934749603271484"
"716","","","","","","","","","","","","","6166","6166","6166","9.982583045959473","9.982583045959473","9.982583045959473","6166","6166","6166","9.89050006866455","9.89050006866455","9.89050006866455","6166","6166","6166","9.921416282653809","9.921416282653809","9.921416282653809"
"717","","","","","","","","","","","","","6175","6175","6175","9.978583335876465","9.978583335876465","9.978583335876465","6175","6175","6175","9.821083068847656","9.821083068847656","9.821083068847656","6175","6175","6175","9.959833145141602","9.959833145141602","9.959833145141602"
"718","","","","","","","","","","","","","6183","6183","6183","9.978833198547363","9.978833198547363","9.978833198547363","6183","6183","6183","9.77833366394043","9.77833366394043","9.77833366394043","6183","6183","6183","9.892333030700684","9.892333030700684","9.892333030700684"
"719","","","","","","","","","","","","","6192","6192","6192","9.979666709899902","9.979666709899902","9.979666709899902","6192","6192","6192","9.834750175476074","9.834750175476074","9.834750175476074","6192","6192","6192","9.908583641052246","9.908583641052246","9.908583641052246"
"720","","","","","","","","","","","","","6201","6201","6201","9.963500022888184","9.963500022888184","9.963500022888184","6201","6201","6201","9.77025032043457","9.77025032043457","9.77025032043457","6201","6201","6201","9.931333541870117","9.931333541870117","9.931333541870117"
"721","","","","","","","","","","","","","6210","6210","6210","9.978666305541992","9.978666305541992","9.978666305541992","6210","6210","6210","9.854416847229004","9.854416847229004","9.854416847229004","6210","6210","6210","9.914667129516602","9.914667129516602","9.914667129516602"
"722","","","","","","","","","","","","","6218","6218","6218","9.981916427612305","9.981916427612305","9.981916427612305","6218","6218","6218","9.879833221435547","9.879833221435547","9.879833221435547","6218","6218","6218","9.957083702087402","9.957083702087402","9.957083702087402"
"723","","","","","","","","","","","","","6227","6227","6227","9.989500045776367","9.989500045776367","9.989500045776367","6227","6227","6227","9.894583702087402","9.894583702087402","9.894583702087402","6227","6227","6227","9.947500228881836","9.947500228881836","9.947500228881836"
"724","","","","","","","","","","","","","6235","6235","6235","9.984333038330078","9.984333038330078","9.984333038330078","6235","6235","6235","9.877833366394043","9.877833366394043","9.877833366394043","6235","6235","6235","9.937999725341797","9.937999725341797","9.937999725341797"
"725","","","","","","","","","","","","","6244","6244","6244","9.949333190917969","9.949333190917969","9.949333190917969","6244","6244","6244","9.723333358764648","9.723333358764648","9.723333358764648","6244","6244","6244","9.96816635131836","9.96816635131836","9.96816635131836"
"726","","","","","","","","","","","","","6252","6252","6252","9.965499877929688","9.965499877929688","9.965499877929688","6252","6252","6252","9.770750045776367","9.770750045776367","9.770750045776367","6252","6252","6252","9.927083015441895","9.927083015441895","9.927083015441895"
"727","","","","","","","","","","","","","6261","6261","6261","9.984333038330078","9.984333038330078","9.984333038330078","6261","6261","6261","9.842166900634766","9.842166900634766","9.842166900634766","6261","6261","6261","9.936249732971191","9.936249732971191","9.936249732971191"
"728","","","","","","","","","","","","","6269","6269","6269","9.991833686828613","9.991833686828613","9.991833686828613","6269","6269","6269","9.884166717529297","9.884166717529297","9.884166717529297","6269","6269","6269","9.878999710083008","9.878999710083008","9.878999710083008"
"729","","","","","","","","","","","","","6278","6278","6278","9.973166465759277","9.973166465759277","9.973166465759277","6278","6278","6278","9.768333435058594","9.768333435058594","9.768333435058594","6278","6278","6278","9.920000076293945","9.920000076293945","9.920000076293945"
"730","","","","","","","","","","","","","6287","6287","6287","9.976333618164062","9.976333618164062","9.976333618164062","6287","6287","6287","9.91058349609375","9.91058349609375","9.91058349609375","6287","6287","6287","9.933333396911621","9.933333396911621","9.933333396911621"
"731","","","","","","","","","","","","","6296","6296","6296","9.980583190917969","9.980583190917969","9.980583190917969","6296","6296","6296","9.886083602905273","9.886083602905273","9.886083602905273","6296","6296","6296","9.882499694824219","9.882499694824219","9.882499694824219"
"732","","","","","","","","","","","","","6304","6304","6304","9.974082946777344","9.974082946777344","9.974082946777344","6304","6304","6304","9.921333312988281","9.921333312988281","9.921333312988281","6304","6304","6304","9.894416809082031","9.894416809082031","9.894416809082031"
"733","","","","","","","","","","","","","6313","6313","6313","9.979999542236328","9.979999542236328","9.979999542236328","6313","6313","6313","9.88991641998291","9.88991641998291","9.88991641998291","6313","6313","6313","9.88408374786377","9.88408374786377","9.88408374786377"
"734","","","","","","","","","","","","","6321","6321","6321","9.977250099182129","9.977250099182129","9.977250099182129","6321","6321","6321","9.873000144958496","9.873000144958496","9.873000144958496","6321","6321","6321","9.887833595275879","9.887833595275879","9.887833595275879"
"735","","","","","","","","","","","","","6330","6330","6330","9.975083351135254","9.975083351135254","9.975083351135254","6330","6330","6330","9.832833290100098","9.832833290100098","9.832833290100098","6330","6330","6330","9.894749641418457","9.894749641418457","9.894749641418457"
"736","","","","","","","","","","","","","6338","6338","6338","9.973583221435547","9.973583221435547","9.973583221435547","6338","6338","6338","9.827583312988281","9.827583312988281","9.827583312988281","6338","6338","6338","9.913999557495117","9.913999557495117","9.913999557495117"
"737","","","","","","","","","","","","","6347","6347","6347","9.984999656677246","9.984999656677246","9.984999656677246","6347","6347","6347","9.901666641235352","9.901666641235352","9.901666641235352","6347","6347","6347","9.959250450134277","9.959250450134277","9.959250450134277"
"738","","","","","","","","","","","","","6355","6355","6355","9.986833572387695","9.986833572387695","9.986833572387695","6355","6355","6355","9.860666275024414","9.860666275024414","9.860666275024414","6355","6355","6355","9.902583122253418","9.902583122253418","9.902583122253418"
"739","","","","","","","","","","","","","6364","6364","6364","9.971500396728516","9.971500396728516","9.971500396728516","6364","6364","6364","9.815083503723145","9.815083503723145","9.815083503723145","6364","6364","6364","9.921916961669922","9.921916961669922","9.921916961669922"
"740","","","","","","","","","","","","","6373","6373","6373","9.96399974822998","9.96399974822998","9.96399974822998","6373","6373","6373","9.843832969665527","9.843832969665527","9.843832969665527","6373","6373","6373","9.946833610534668","9.946833610534668","9.946833610534668"
"741","","","","","","","","","","","","","6382","6382","6382","9.956666946411133","9.956666946411133","9.956666946411133","6382","6382","6382","9.8211669921875","9.8211669921875","9.8211669921875","6382","6382","6382","9.881250381469727","9.881250381469727","9.881250381469727"
"742","","","","","","","","","","","","","6390","6390","6390","9.95425033569336","9.95425033569336","9.95425033569336","6390","6390","6390","9.890417098999023","9.890417098999023","9.890417098999023","6390","6390","6390","9.952583312988281","9.952583312988281","9.952583312988281"
"743","","","","","","","","","","","","","6399","6399","6399","9.980416297912598","9.980416297912598","9.980416297912598","6399","6399","6399","9.818916320800781","9.818916320800781","9.818916320800781","6399","6399","6399","9.95008373260498","9.95008373260498","9.95008373260498"
"744","","","","","","","","","","","","","6407","6407","6407","9.970749855041504","9.970749855041504","9.970749855041504","6407","6407","6407","9.889082908630371","9.889082908630371","9.889082908630371","6407","6407","6407","9.907416343688965","9.907416343688965","9.907416343688965"
